Season,Name,Tm,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,playerId
2022,Tommy Edman,STL,91,399,363,94,68,16,3,7,64,33,31,0,72,3,1,1,7,20,3,0.258953168,19470
2022,Yordan Alvarez,HOU,75,316,268,82,43,11,2,26,57,60,43,4,57,3,2,0,7,0,1,0.305970149,19556
2022,Nathaniel Lowe,TEX,85,344,319,86,60,13,1,12,41,38,25,1,79,0,0,0,5,1,2,0.269592476,19566
2022,Chas McCormick,HOU,60,219,193,43,26,8,1,8,24,21,24,0,54,1,1,0,4,1,2,0.222797927,19599
2022,Bryan De La Cruz,MIA,61,202,187,39,24,9,0,6,20,19,12,0,50,1,2,0,4,2,0,0.208556149,19600
2022,Keibert Ruiz,WSN,73,293,267,66,46,17,0,3,22,20,21,0,33,3,1,1,6,4,0,0.247191011,19610
2022,Vladimir Guerrero Jr.,TOR,92,396,351,95,60,15,0,20,51,57,38,4,69,4,3,0,15,0,1,0.27065527,19611
2022,Bo Bichette,TOR,92,411,385,99,65,20,0,14,49,50,25,0,100,0,1,0,7,7,6,0.257142857,19612
2022,Sheldon Neuse,OAK,66,242,223,52,43,4,2,3,21,21,17,0,64,2,0,0,3,6,1,0.233183856,19635
2022,Josh Rojas,ARI,61,253,221,60,41,13,1,5,34,26,25,1,53,1,3,3,2,8,0,0.271493212,19734
2022,Shohei Ohtani,LAA,89,382,333,86,50,15,2,19,51,56,44,7,91,3,2,0,4,10,6,0.258258258,19755
2022,Abraham Toro,SEA,73,262,239,42,24,10,1,7,27,22,19,1,43,1,3,0,3,1,0,0.175732217,19844
2022,Luis Rengifo,LAA,58,214,201,52,37,8,2,5,18,15,10,0,38,2,0,1,2,3,1,0.258706467,19858
2022,Emmanuel Rivera,KCR,57,195,182,42,25,8,3,6,22,21,11,0,40,2,0,0,6,0,0,0.23076923,19890
2022,Pavin Smith,ARI,65,241,213,44,29,6,0,9,20,31,25,1,63,1,2,0,1,1,0,0.206572769,19892
2022,Gavin Sheets,CHW,66,229,210,47,30,10,0,7,16,22,16,0,47,3,0,0,7,0,0,0.223809523,19901
2022,Diego Castillo,PIT,78,247,231,48,28,10,0,10,24,25,11,1,66,2,3,0,6,1,1,0.207792207,19906
2022,Jesus Sanchez,MIA,77,291,268,54,31,9,3,11,32,30,20,0,80,2,1,0,5,1,0,0.201492537,19913
2022,Daulton Varsho,ARI,83,335,301,70,42,15,1,12,39,45,25,0,81,5,3,1,5,5,4,0.232558139,19918
2022,Cristian Pache,OAK,67,214,201,32,24,5,1,2,15,13,11,0,56,0,0,2,4,1,2,0.15920398,19948
2022,Andres Gimenez,CLE,78,284,253,75,51,12,2,10,33,43,14,1,61,11,2,4,5,7,2,0.296442687,19950
2022,Gavin Lux,LAD,81,295,260,76,56,12,4,4,46,22,33,0,52,0,2,0,0,5,2,0.292307692,19955
2022,Bobby Dalbec,BOS,75,252,224,46,31,6,2,7,26,22,23,0,79,3,2,0,4,2,0,0.205357142,19966
2022,Santiago Espinal,TOR,91,353,325,88,61,21,0,6,33,37,24,1,56,1,3,0,9,5,2,0.27076923,19997
2022,Isaac Paredes,TBR,50,182,164,37,17,7,0,13,27,28,16,0,32,1,1,0,6,0,1,0.225609756,20036
2022,Luis Robert Jr.,CHW,74,323,306,92,67,13,0,12,48,54,13,1,62,3,1,0,4,11,2,0.300653594,20043
2022,Juan Soto,WSN,91,393,312,78,41,17,0,20,57,43,79,4,54,2,0,0,11,5,2,0.25,20123
2022,Dylan Carlson,STL,74,292,261,67,40,19,3,5,32,26,25,0,55,3,3,0,3,4,0,0.25670498,20126
2022,Brandon Marsh,LAA,83,294,267,60,43,8,1,8,31,35,18,1,106,3,3,3,2,7,2,0.224719101,20202
2022,Luis Gonzalez,SFG,56,204,181,51,34,13,1,3,20,26,17,0,40,2,4,0,4,8,2,0.281767955,20332
2022,Luis Garcia Jr.,WSN,42,168,163,48,34,11,1,2,14,15,2,0,34,1,2,0,3,1,4,0.294478527,20391
2022,Jazz Chisholm Jr.,MIA,60,241,213,54,26,10,4,14,39,45,21,0,66,3,3,0,0,12,5,0.253521126,20454
2022,Jose Miranda,MIN,55,198,187,47,27,12,0,8,16,32,9,0,38,2,0,0,7,0,1,0.251336898,20538
2022,Nico Hoerner,CHC,76,291,274,84,65,11,3,5,29,27,12,3,31,4,1,0,4,9,1,0.306569343,21479
2022,Trevor Larnach,MIN,51,180,160,37,19,13,0,5,22,18,18,1,57,0,2,0,1,0,0,0.23125,21501
2022,Cal Raleigh,SEA,61,220,194,40,16,10,1,13,22,34,22,0,65,1,3,0,3,1,0,0.206185567,21534
2022,Alfonso Rivas III,CHC,58,182,161,38,31,3,1,3,17,23,17,1,57,2,2,0,1,3,0,0.236024844,21560
2022,Alec Bohm,PHI,84,338,312,86,65,13,2,6,43,35,17,1,67,2,7,0,9,1,2,0.275641025,21618
2022,Jeremy Pena,HOU,70,285,262,69,46,9,1,13,38,35,14,0,69,5,3,0,3,6,1,0.263358778,21636
2022,Christopher Morel,CHC,55,241,214,57,34,10,4,9,36,26,23,0,74,1,2,1,4,8,4,0.26635514,21897
2022,MJ Melendez,KCR,60,243,212,46,26,9,2,9,22,25,29,1,59,0,2,0,1,0,1,0.216981132,22197
2022,Jack Suwinski,PIT,70,250,222,44,21,9,0,14,33,25,24,1,76,4,0,0,4,2,2,0.198198198,22244
2022,Nolan Gorman,STL,51,181,162,39,24,6,0,9,26,22,17,0,56,2,0,0,1,0,0,0.24074074,22263
2022,Jake Burger,CHW,49,183,168,42,24,9,1,8,20,26,10,1,56,3,1,1,7,0,0,0.25,22275
2022,Taylor Walls,TBR,76,268,241,43,25,12,2,4,26,16,24,0,70,2,1,0,4,6,2,0.178423236,22458
2022,Alejandro Kirk,TOR,83,306,267,84,60,13,0,11,45,37,33,1,29,4,2,0,7,0,0,0.314606741,22581
2022,Geraldo Perdomo,ARI,80,289,250,50,40,6,2,2,31,17,34,0,60,2,0,3,3,2,2,0.2,22799
2022,Wander Franco,TBR,58,247,227,59,40,12,2,5,34,23,17,1,26,0,3,0,4,5,0,0.259911894,23667
2022,Julio Rodriguez,SEA,91,380,346,95,59,18,2,16,53,52,26,2,102,7,1,0,6,21,5,0.274566473,23697
2022,Alek Thomas,ARI,59,229,212,53,35,10,1,7,28,22,14,0,44,2,1,0,1,4,1,0.25,23792
2022,Steven Kwan,CLE,78,317,276,77,60,13,3,1,39,23,32,1,27,5,3,1,5,5,2,0.278985507,24610
2022,Ryan Jeffers,MIN,59,214,192,41,24,10,0,7,23,25,21,0,58,0,0,1,4,0,0,0.213541666,24618
2022,Owen Miller,CLE,80,305,271,68,42,21,1,4,36,37,22,1,59,4,8,0,4,1,0,0.250922509,24655
2022,Brendan Donovan,STL,69,258,216,62,45,14,1,2,29,30,31,1,46,9,2,0,4,2,2,0.287037037,24679
2022,Bobby Witt Jr.,KCR,88,368,342,87,51,18,5,13,48,47,20,1,85,3,3,0,9,17,3,0.254385964,25764
2022,Michael Harris II,ATL,48,182,173,49,30,9,2,8,30,26,7,0,43,2,0,0,1,10,0,0.283236994,25931
2022,Andrew Vaughn,CHW,72,306,279,84,57,17,0,10,36,48,18,0,51,5,4,0,5,0,0,0.301075268,26197
2022,Adley Rutschman,BAL,46,182,162,36,15,15,1,5,25,16,17,0,34,2,1,0,1,1,0,0.222222222,26288
2022,Bryson Stott,PHI,62,220,202,38,26,6,0,6,27,26,18,0,43,0,0,0,2,3,1,0.188118811,26294
2022,Spencer Torkelson,DET,83,298,264,52,36,11,0,5,25,21,29,0,76,3,2,0,9,0,1,0.196969696,27465
2022,Ha-Seong Kim,SDP,83,322,281,68,46,15,2,5,35,31,33,0,57,5,3,0,7,5,2,0.241992882,27506
2022,Seiya Suzuki,CHC,54,211,184,50,30,13,1,6,23,26,24,2,57,1,2,0,3,5,2,0.27173913,30116
